,Date,Open,High,Low,Close,NH20,NH60,NH200,NH250,NL20,NL60,NL200,NL250,diffNHNL20d,RatioNHNL200d,Threshold_line,diffShortNHNL,diffLongNHNL,diffShortLongNHNL,diffShortLongNHNL_MA120,Advanced,Unchanged,Declined,Total,AD Line
10,2020-11-16,1360.93994140625,1365.8699951171875,1351.0400390625,1351.06005859375,112,59,18,13,13,8,1,1,14.580265095729013,0.7244890422328504,0.8296246400291165,51,17,34,1.6666666666666667,279,171,197,647,-32.34759576930209
11,2020-11-17,1356.4100341796875,1365.9100341796875,1344.550048828125,1349.81005859375,93,48,16,14,16,6,2,2,11.34020618556701,0.7317280994719074,0.826258222058538,42,14,28,1.5916666666666666,198,201,252,651,-32.864632259961375
12,2020-11-18,1345.760009765625,1364.6400146484375,1341.4599609375,1364.5899658203125,47,24,8,6,13,8,2,2,5.007363770250368,0.7395058772496853,0.8232066189027745,16,6,10,1.4,290,217,136,643,-32.024143105749005
13,2020-11-19,1363.5799560546875,1375.02001953125,1362.4100341796875,1369.4200439453125,102,54,17,14,4,2,0,0,14.43298969072165,0.743352031095839,0.8202832208752159,52,17,35,1.5916666666666666,287,213,149,649,-31.22111146684297
14,2020-11-20,1369.9599609375,1390.3699951171875,1368.199951171875,1389.3399658203125,142,68,16,11,2,1,0,0,20.61855670103093,0.743352031095839,0.8173598228476574,67,16,51,1.7666666666666666,331,203,115,649,-30.192119955987916
15,2020-11-23,1397.530029296875,1422.4300537109375,1395.5799560546875,1420.4300537109375,204,116,22,17,5,1,0,0,29.30780559646539,0.743352031095839,0.8144209927213334,115,22,93,2.075,353,183,118,654,-29.061998762025304
16,2020-11-24,1429.43994140625,1432.56005859375,1401.2900390625,1401.6300048828125,143,83,19,14,2,1,0,0,20.765832106038292,0.743352031095839,0.8114821625950095,82,19,63,2.2,161,179,316,656,-29.989959489163642
17,2020-11-25,1416.8399658203125,1428.3599853515625,1392.4200439453125,1415.719970703125,87,53,11,8,9,3,0,0,11.487481590574374,0.743352031095839,0.8085433324686856,50,11,39,2.1666666666666665,259,209,187,655,-29.40441944539452
18,2020-11-26,1420.9599609375,1433.5699462890625,1416.7900390625,1433.56005859375,96,69,23,17,5,1,0,0,13.402061855670103,0.743352031095839,0.8056045023423616,68,23,45,2.3833333333333333,310,207,130,647,-28.474158935975456
19,2020-11-27,1431.260009765625,1444.530029296875,1429.4300537109375,1437.780029296875,129,91,27,20,2,0,0,0,18.7039764359352,0.7470557347995429,0.8027891290061611,91,27,64,2.683333333333333,295,198,156,649,-27.638400321116144
20,2020-11-30,1429.989990234375,1435.0400390625,1408.02001953125,1408.31005859375,81,51,17,14,3,2,0,0,11.487481590574374,0.7520557347995428,0.8001404223366273,49,17,32,2.658333333333333,148,174,325,647,-28.644098372933176
21,2020-12-01,1418.06005859375,1430.030029296875,1416.3900146484375,1420.8699951171875,53,38,14,11,3,0,0,0,7.363770250368188,0.7557594385032466,0.7976151724572168,38,14,24,2.183333333333333,261,201,188,650,-28.042944367195993
22,2020-12-02,1416.5799560546875,1430.489990234375,1415.0999755859375,1417.949951171875,53,42,13,11,5,1,0,0,7.069219440353461,0.7578427718365799,0.795159367022251,41,13,28,1.6833333333333333,168,221,261,650,-28.69018382745697
23,2020-12-03,1424.1600341796875,1439.219970703125,1420.68994140625,1438.3199462890625,70,56,21,16,4,1,0,0,9.720176730486008,0.7611761051699132,0.7928146726983961,55,21,34,1.0583333333333333,323,210,114,647,-27.694934448148338
24,2020-12-04,1439.8199462890625,1454.93994140625,1439.1400146484375,1449.8299560546875,100,79,26,18,5,2,1,1,13.991163475699558,0.7679662286267034,0.7907066038889445,77,25,52,0.8666666666666667,253,215,180,648,-27.113588627691218
25,2020-12-08,1448.0799560546875,1484.72998046875,1442.6500244140625,1478.9200439453125,144,114,34,23,1,0,0,0,21.06038291605302,0.7707440064044812,0.7886911276720857,114,34,80,1.3833333333333333,325,178,150,653,-26.124824939399158
26,2020-12-09,1490.77001953125,1503.8900146484375,1474.8299560546875,1482.6700439453125,122,103,32,22,8,1,0,0,16.78939617083947,0.7749106730711478,0.7868145403441157,102,32,70,1.725,175,184,297,656,-26.93689603201326
27,2020-12-14,1491.8699951171875,1495.1800537109375,1471.56005859375,1476.1300048828125,102,85,35,26,26,5,1,1,11.192930780559646,0.7768286624891373,0.7849633057498316,80,34,46,1.9833333333333334,227,189,239,655,-27.188208376988275
28,2020-12-15,1468.219970703125,1478.6099853515625,1459.969970703125,1477.2099609375,85,69,36,31,16,2,0,0,10.1620029455081,0.7786805143409891,0.7831341170109268,67,36,31,2.05,249,215,192,656,-26.674507210074193
29,2020-12-16,1487.280029296875,1488.8599853515625,1475.0899658203125,1482.0899658203125,134,118,59,41,8,3,0,0,18.556701030927837,0.7870138476743224,0.7815364097535035,115,59,56,2.4166666666666665,330,184,142,656,-25.666431708826288
30,2020-12-17,1487.699951171875,1495.3699951171875,1483.3199462890625,1483.8900146484375,140,105,39,26,8,1,0,0,19.440353460972016,0.7929662286267034,0.7801093374167151,104,39,65,2.716666666666667,298,198,164,660,-24.845842387563298
31,2020-12-18,1485.27001953125,1489.780029296875,1475.010009765625,1482.3800048828125,99,87,35,27,3,0,0,0,14.138438880706921,0.7979662286267034,0.7788489317465934,87,35,52,2.95,209,175,270,654,-25.434562107880964
32,2020-12-21,1429.5,1453.8800048828125,1401.5799560546875,1401.780029296875,14,8,8,6,106,27,3,3,-13.549337260677467,0.7955041074145821,0.7775822129451585,-19,5,-24,2.4166666666666665,29,78,548,655,-27.99768915373034
33,2020-12-22,1405.4200439453125,1428.1099853515625,1388.22998046875,1424.3900146484375,12,9,6,6,90,18,2,2,-11.487481590574374,0.7968929963034711,0.7764312348844644,-9,4,-13,2.1166666666666667,399,152,102,653,-26.60442806169187
34,2020-12-23,1422.5899658203125,1440.52001953125,1414.2099609375,1416.02001953125,27,23,16,11,16,3,0,0,1.6200294550810015,0.7985596629701378,0.7753358123793259,20,16,4,1.925,200,179,270,649,-27.228037626154194
35,2020-12-24,1420.5999755859375,1453.8699951171875,1409.75,1451.52001953125,23,18,12,10,30,3,1,1,-1.0309278350515463,0.8017220561325309,0.774367170500968,15,11,4,1.7416666666666667,346,166,138,650,-26.112013888935344
36,2020-12-28,1505.1500244140625,1512.989990234375,1452.47998046875,1452.6700439453125,42,36,25,20,20,5,2,2,3.240058910162003,0.8079874882312962,0.7726130143162686,31,23,8,1.7583333333333333,128,165,360,653,-26.3808816058059
37,2020-12-29,1452.3900146484375,1468.5999755859375,1440.5899658203125,1461.949951171875,26,21,12,9,16,2,0,0,1.4727540500736378,0.8140480942919024,0.771983223915651,19,12,7,1.7166666666666666,333,188,131,652,-25.347061955778358
38,2020-12-30,1467.739990234375,1479.0400390625,1445.3599853515625,1449.3499755859375,29,23,13,13,36,4,0,0,-1.0309278350515463,0.8229369831807912,0.7716497298113296,19,13,6,1.6666666666666667,141,174,339,654,-26.41074826829186
39,2021-01-04,1428.800048828125,1468.27001953125,1425.47998046875,1468.239990234375,24,22,15,13,75,11,0,0,-7.511045655375552,0.8284925387363468,0.7715014208921935,11,15,-4,1.5416666666666667,266,187,201,654,-25.82274768933716
40,2021-01-05,1467.8900146484375,1506.6600341796875,1466.050048828125,1506.6500244140625,51,40,25,16,7,3,1,1,6.480117820324006,0.8337338660364977,0.7715385066437463,37,24,13,1.475,340,160,151,651,-24.739275011565237
41,2021-01-06,1506.56005859375,1514.8900146484375,1485.7900390625,1492.3599853515625,55,47,36,25,7,2,1,1,7.069219440353461,0.8355561428587743,0.7716438424635491,45,35,10,1.3833333333333333,202,173,276,651,-25.391415607082674
42,2021-01-07,1510.6400146484375,1519.9100341796875,1502.81005859375,1513.780029296875,57,45,38,27,8,2,0,0,7.216494845360825,0.8377783650809967,0.7718232523574259,43,38,5,1.2166666666666666,332,197,122,651,-24.3615583059938
43,2021-01-08,1528.1199951171875,1538.6099853515625,1521.1700439453125,1536.43994140625,59,47,36,29,12,2,1,1,6.9219440353460975,0.8384390257416573,0.7720321917808323,45,35,10,1.1583333333333334,203,196,254,653,-24.87036401422727
44,2021-01-11,1539.7900390625,1550.75,1527.75,1536.489990234375,54,40,27,21,11,3,0,0,6.332842415316642,0.839480692408324,0.77226123354342,37,27,10,1.0666666666666667,249,196,209,654,-24.419758105167936
45,2021-01-12,1536.75,1542.6500244140625,1528.5,1539.8499755859375,47,32,22,16,11,3,0,0,5.3019145802650955,0.8431843961120277,0.7725923645747635,29,22,7,0.95,239,200,211,650,-24.046524287585626
46,2021-01-13,1548.300048828125,1561.6600341796875,1542.4200439453125,1547.31005859375,61,45,30,19,10,1,0,0,7.511045655375552,0.8465177294453611,0.7730213792039908,44,30,14,0.9583333333333334,240,204,204,648,-23.62746611012388
47,2021-01-14,1545.3499755859375,1552.780029296875,1533.52001953125,1535.97998046875,54,37,21,14,9,1,0,0,6.62739322533137,0.849642729445361,0.7735236963023537,36,21,15,1.1416666666666666,197,196,255,648,-24.170067477293944
48,2021-01-15,1537.030029296875,1544.1099853515625,1513.47998046875,1519.1300048828125,25,16,11,10,14,4,2,1,1.6200294550810015,0.8540961707409076,0.7741744614439017,12,9,3,1.1833333333333333,168,202,281,651,-24.916157449284867
49,2021-01-18,1511.0400390625,1515.510009765625,1503.0400390625,1510.1300048828125,47,33,22,19,18,1,1,0,4.270986745213549,0.8600381997264148,0.7750353715129857,32,21,11,1.175,204,189,255,648,-25.434251120961697
50,2021-01-19,1519.3699951171875,1529.1700439453125,1518.6600341796875,1522.5899658203125,62,49,33,30,13,0,0,0,7.216494845360825,0.8742048663930816,0.7763685038042921,49,33,16,1.25,273,205,168,646,-24.720312231515216
51,2021-01-20,1524.9100341796875,1529.5,1511.4100341796875,1515.719970703125,54,35,22,21,10,2,0,0,6.480117820324006,0.8844612766494918,0.7780271765681978,33,22,11,1.1916666666666667,173,214,263,650,-25.367308870735847
52,2021-01-21,1525.6300048828125,1529.27001953125,1510.800048828125,1513.510009765625,52,30,13,13,10,4,1,1,6.185567010309279,0.8880327052209204,0.7798136271098812,26,12,14,1.1916666666666667,220,204,230,654,-25.58817192288554
53,2021-01-22,1508.9200439453125,1518.050048828125,1494.449951171875,1497.8800048828125,30,16,9,7,25,4,1,1,0.7363770250368189,0.8937734459616612,0.7818045935709929,12,8,4,1.1666666666666667,113,188,354,655,-26.717389472843152
54,2021-01-25,1498.3599853515625,1505.469970703125,1491.6300048828125,1501.6199951171875,39,24,16,16,29,6,0,0,1.4727540500736378,0.9048845570727723,0.7841427822543267,18,16,2,1.175,235,194,219,648,-26.43094352322738
55,2021-01-26,1497.030029296875,1514.8199462890625,1490.3699951171875,1512.8299560546875,32,23,15,15,20,6,0,0,1.7673048600883652,0.9146067792949945,0.7868050450117344,17,15,2,1.2,243,200,205,648,-25.99613928409423
56,2021-01-27,1510.6800537109375,1515.3199462890625,1498.050048828125,1498.1300048828125,43,33,21,19,18,5,1,1,3.681885125184094,0.9216269813151964,0.7896769037287384,28,20,8,1.2583333333333333,197,205,252,654,-26.51285031674414
57,2021-01-28,1482.5,1492.0,1467.739990234375,1468.510009765625,25,16,12,11,46,6,1,1,-3.0927835051546393,0.929233818922034,0.7927874593366132,10,11,-1,1.4,74,166,409,649,-27.929179383010908
58,2021-01-29,1478.760009765625,1480.43994140625,1455.550048828125,1466.97998046875,19,15,11,10,61,4,0,0,-6.185567010309279,0.9369261266143417,0.796101515147988,11,11,0,1.5583333333333333,211,202,238,651,-28.293877787323808
59,2021-02-01,1465.760009765625,1481.6600341796875,1456.449951171875,1478.050048828125,26,22,16,14,35,4,1,1,-1.3254786450662739,0.9442790677908124,0.7996571675980184,18,15,3,1.6583333333333334,259,210,180,649,-27.681989249321674
60,2021-02-02,1491.02001953125,1496.4599609375,1480.5,1486.25,33,24,18,15,13,6,1,0,2.9455081001472756,0.9467352081416895,0.8032986275154351,18,17,1,1.625,248,197,196,641,-27.169518506131137
61,2021-02-03,1498.5,1500.1700439453125,1481.68994140625,1481.75,35,21,20,18,24,3,0,0,1.6200294550810015,0.9495129859194673,0.8070326800254443,18,20,-2,1.5833333333333333,238,202,206,646,-26.772485172542765
62,2021-02-04,1486.5,1492.3900146484375,1477.8800048828125,1482.97998046875,47,29,25,20,25,5,1,0,3.240058910162003,0.9507238121302934,0.8108177771698318,24,24,0,1.5333333333333334,234,215,198,647,-26.364236882078902
63,2021-02-05,1491.0699462890625,1498.3499755859375,1488.72998046875,1496.6099853515625,47,30,24,18,22,9,0,0,3.681885125184094,0.9528071454636268,0.8146218137081583,21,24,-3,1.6416666666666666,274,214,160,648,-25.636066189082037
64,2021-02-08,1508.449951171875,1517.31005859375,1507.0899658203125,1516.4300537109375,55,28,23,17,21,4,1,0,5.007363770250368,0.9548904787969602,0.8184721465427814,24,22,2,1.75,297,200,159,656,-24.807472703602514
65,2021-02-09,1524.5799560546875,1529.489990234375,1516.5,1518.27001953125,66,32,22,21,8,1,0,0,8.541973490427099,0.9585941825006639,0.8224459361675278,31,22,9,1.7583333333333333,239,226,194,659,-24.36223357070587
66,2021-02-10,1526.3399658203125,1527.8800048828125,1513.1300048828125,1516.93994140625,54,34,22,17,12,6,3,1,6.185567010309279,0.9602978862043675,0.8265098492490643,28,19,9,1.8083333333333333,187,217,248,652,-24.89121042630682
67,2021-02-11,1520.6800537109375,1521.31005859375,1503.18994140625,1508.3499755859375,35,22,16,14,22,4,0,0,1.914580265095729,0.966708142614624,0.8306639807541528,18,16,2,1.9083333333333334,182,234,239,655,-25.38370732121009
68,2021-02-15,1515.9100341796875,1529.97998046875,1513.3299560546875,1522.719970703125,53,34,31,26,17,7,0,0,5.3019145802650955,0.966708142614624,0.8347718159629448,27,31,-4,1.925,218,208,237,663,-25.685218665787854
69,2021-02-16,1528.4300537109375,1531.2900390625,1522.4100341796875,1523.1099853515625,62,39,32,26,17,6,0,0,6.62739322533137,0.96758533559708,0.8388234208523486,33,32,1,2.075,214,210,235,659,-26.00069618693748
70,2021-02-17,1519.739990234375,1528.5799560546875,1513.9599609375,1514.9100341796875,63,43,31,23,23,6,1,0,5.891016200294551,0.9689163541155986,0.8427765584297435,37,30,7,2.466666666666667,202,191,264,657,-26.56895375764522
71,2021-02-18,1519.7900390625,1524.1099853515625,1510.77001953125,1511.030029296875,50,28,23,19,36,13,3,0,2.0618556701030926,0.9703266105258551,0.8466235706510131,15,20,-5,2.8,193,212,256,661,-27.112805435851076
72,2021-02-19,1504.97998046875,1507.6300048828125,1493.52001953125,1500.510009765625,38,27,20,17,40,16,2,0,-0.29455081001472755,0.9688114590107035,0.8503812277829275,11,18,-7,2.925,155,208,299,662,-27.942862792490367
73,2021-02-22,1504.6500244140625,1505.469970703125,1476.5,1478.1400146484375,51,34,25,21,94,30,6,2,-6.332842415316642,0.9655856525590907,0.8540851214739817,4,19,-15,2.933333333333333,102,150,407,659,-29.364083236217827
74,2021-02-23,1487.530029296875,1506.93994140625,1486.1800537109375,1500.6099853515625,44,31,25,22,46,18,8,3,-0.29455081001472755,0.9615452485186867,0.8577216750976959,13,17,-4,2.8833333333333333,328,171,152,651,-28.35252215850008
75,2021-02-24,1503.56005859375,1507.780029296875,1485.93994140625,1491.1099853515625,54,40,29,27,49,17,6,3,0.7363770250368189,0.9586881056615438,0.8613106096737908,23,23,0,2.9,214,184,255,653,-28.82328921514447
76,2021-02-25,1508.8199462890625,1511.300048828125,1494.3599853515625,1496.780029296875,66,45,36,35,39,15,3,3,3.976435935198822,0.9574060543794924,0.8648781767285184,30,33,-3,2.816666666666667,249,175,230,654,-28.494724844808086
77,2021-03-01,1493.550048828125,1505.6099853515625,1487.989990234375,1500.9200439453125,52,35,27,26,62,24,7,3,-1.4727540500736378,0.953974681830473,0.8683885542407623,11,20,-9,2.7333333333333334,225,175,252,652,-28.886399570708406
78,2021-03-02,1503.9100341796875,1509.6500244140625,1500.800048828125,1503.3599853515625,60,42,31,29,32,16,3,2,4.123711340206185,0.9525040935951787,0.8718126935540229,26,28,-2,2.691666666666667,259,180,208,647,-28.355581376030507
79,2021-03-03,1510.27001953125,1543.47998046875,1510.0699462890625,1543.4000244140625,65,40,26,25,18,4,2,1,6.9219440353460975,0.9513136174047025,0.8751336582641088,36,24,12,2.8333333333333335,338,170,140,648,-27.279526202332566
80,2021-03-04,1535.760009765625,1540.6600341796875,1527.8800048828125,1534.1099853515625,80,49,38,37,18,4,1,1,9.131075110456553,0.9508862669773522,0.8783857720720107,45,37,8,2.941666666666667,262,175,211,648,-26.74122078040861
81,2021-03-05,1531.050048828125,1553.9200439453125,1529.8299560546875,1544.1099853515625,69,39,29,27,8,3,0,0,8.98379970544919,0.9508862669773522,0.8816031636576902,36,29,7,3.0166666666666666,263,193,193,649,-26.140533888369138
82,2021-03-08,1559.1700439453125,1562.56005859375,1540.6400146484375,1543.760009765625,108,69,56,51,15,1,0,0,13.69661266568483,0.9508862669773522,0.8847649996878142,68,56,12,3.308333333333333,259,167,225,651,-25.69066618294792
83,2021-03-09,1553.0,1554.9599609375,1537.22998046875,1550.5899658203125,82,50,36,35,26,3,0,0,8.24742268041237,0.9515035509279693,0.887823955059502,47,36,11,3.825,266,184,206,656,-25.121171385496417
84,2021-03-10,1553.27001953125,1573.550048828125,1550.449951171875,1573.050048828125,126,74,47,45,4,1,0,0,17.96759941089838,0.9515035509279693,0.8908366141348935,73,47,26,4.133333333333334,348,186,122,656,-24.02182787697298
85,2021-03-11,1582.68994140625,1584.6099853515625,1569.8699951171875,1575.1300048828125,115,71,49,47,5,3,1,1,16.200294550810014,0.951170217594636,0.8937742732102849,68,48,20,4.458333333333333,256,183,220,659,-23.57950200850829
86,2021-03-12,1579.7099609375,1584.4000244140625,1562.9000244140625,1568.18994140625,67,45,38,35,4,1,0,0,9.278350515463918,0.9516331805575989,0.8966876818447591,44,38,6,4.841666666666667,213,189,255,657,-24.049664354489916
87,2021-03-15,1573.1099853515625,1575.9599609375,1562.68994140625,1565.72998046875,76,50,42,38,3,0,0,0,10.751104565537556,0.9516331805575989,0.8995702262817028,50,42,8,5.125,291,174,192,657,-23.297524549856305
88,2021-03-16,1569.010009765625,1573.1300048828125,1562.3499755859375,1564.030029296875,81,59,45,43,4,3,0,0,11.34020618556701,0.9516331805575989,0.9023138818297574,56,45,11,5.4,250,194,209,653,-22.8389872991815
89,2021-03-17,1562.9200439453125,1571.530029296875,1559.219970703125,1566.760009765625,72,54,44,40,3,1,0,0,10.1620029455081,0.9516331805575989,0.9049583310286057,53,44,9,5.675,239,195,219,653,-22.51954901668153
90,2021-03-18,1579.719970703125,1583.300048828125,1567.6700439453125,1568.8199462890625,81,57,43,39,4,0,0,0,11.34020618556701,0.9516331805575989,0.9075194468941206,57,43,14,5.958333333333333,236,200,217,653,-22.212095990701823
91,2021-03-19,1562.300048828125,1566.6700439453125,1554.9599609375,1563.9599609375,69,56,47,44,6,1,0,0,9.278350515463918,0.9561786351030536,0.9101973556889285,55,47,8,6.058333333333334,246,186,216,648,-21.811561588325908
92,2021-03-22,1563.56005859375,1571.739990234375,1555.3800048828125,1566.3599853515625,106,87,66,64,3,2,1,0,15.169366715758468,0.9600965455508148,0.9129174148430509,85,65,20,6.633333333333334,292,171,185,648,-21.022832849623043
93,2021-03-23,1572.699951171875,1574.1400146484375,1562.030029296875,1564.25,117,87,64,63,2,1,0,0,16.936671575846834,0.9600965455508148,0.9156096962193954,86,64,22,7.05,241,173,243,657,-21.130044103106822
94,2021-03-24,1557.5,1570.8399658203125,1555.719970703125,1570.8299560546875,113,82,67,65,8,3,0,0,15.463917525773196,0.9613785968328661,0.9182706385644009,79,67,12,7.616666666666666,295,186,172,653,-20.319023751515576
95,2021-03-25,1576.27001953125,1580.1700439453125,1571.0400390625,1571.0400390625,103,76,63,63,1,0,0,0,15.022091310751104,0.9613785968328661,0.9208621364649621,76,63,13,8.025,211,180,260,651,-20.839329653888594
96,2021-03-26,1577.469970703125,1580.739990234375,1566.8900146484375,1574.8599853515625,62,40,33,32,3,1,0,0,8.689248895434462,0.9626131647341007,0.9234392310733421,39,33,6,8.15,218,189,250,657,-21.249720994722654
97,2021-03-29,1582.72998046875,1592.469970703125,1580.9000244140625,1583.8900146484375,90,64,46,46,3,1,0,0,12.812960235640649,0.9626131647341007,0.9259153155807122,63,46,17,8.325,323,194,136,653,-20.270448632724033
98,2021-03-30,1589.6800537109375,1593.52001953125,1585.06005859375,1589.530029296875,84,62,46,43,2,0,0,0,12.076583210603829,0.9626131647341007,0.9282432519399341,62,46,16,8.658333333333333,241,200,215,656,-19.91079152681502
99,2021-03-31,1592.260009765625,1593.9300537109375,1585.5799560546875,1587.2099609375,55,48,41,40,7,2,0,0,7.069219440353461,0.9626131647341007,0.9304785957065633,46,41,5,8.9,214,205,240,659,-20.26605705037875
100,2021-04-01,1594.010009765625,1600.5999755859375,1590.3299560546875,1595.1199951171875,78,67,52,49,3,0,0,0,11.045655375552283,0.9632541903751263,0.9326372677788738,67,52,15,9.333333333333334,287,186,183,656,-19.52030257830344
101,2021-04-05,1599.3299560546875,1601.239990234375,1575.56005859375,1579.6600341796875,55,47,41,40,13,1,0,0,6.185567010309279,0.9637046408255768,0.9368718473407301,46,41,5,9.583333333333334,118,140,395,653,-21.167819270874944
102,2021-04-07,1566.1099853515625,1570.68994140625,1555.5699462890625,1556.56005859375,31,21,19,19,74,7,0,0,-6.332842415316642,0.9641550912760272,0.9389671150996364,14,19,-5,9.55,75,117,460,652,-22.97411710467943
103,2021-04-08,1554.6400146484375,1564.050048828125,1552.1800537109375,1558.8299560546875,37,31,25,24,55,5,0,0,-2.6509572901325478,0.9641550912760272,0.9410450217474313,26,25,1,9.516666666666667,269,198,186,653,-22.328295591306208
104,2021-04-09,1562.199951171875,1572.1300048828125,1561.760009765625,1566.3399658203125,45,37,33,33,12,2,0,0,4.860088365243004,0.9641550912760272,0.9430612000001647,35,33,2,9.558333333333334,215,222,216,653,-22.39526054432445
105,2021-04-12,1561.530029296875,1562.0699462890625,1539.239990234375,1541.1199951171875,28,24,20,19,95,17,0,0,-9.867452135493373,0.9641550912760272,0.9450218226973424,7,20,-13,9.458333333333334,69,137,447,653,-24.050292397426563
106,2021-04-16,1543.5899658203125,1550.260009765625,1529.2900390625,1548.9599609375,22,16,13,12,147,26,0,0,-18.40942562592047,0.9641550912760272,0.9469303620611869,-10,13,-23,9.275,214,152,291,657,-24.759706221549134
107,2021-04-19,1555.010009765625,1574.969970703125,1552.9100341796875,1574.9100341796875,40,30,28,28,13,2,0,0,3.976435935198822,0.9667191938401297,0.9488074124461738,28,28,0,9.466666666666667,476,122,62,660,-22.925079922125576
108,2021-04-20,1574.3800048828125,1582.489990234375,1570.530029296875,1580.0400390625,46,39,36,36,3,0,0,0,6.332842415316642,0.9674438315212891,0.9505975063094219,39,36,3,9.85,255,172,231,658,-22.552617408979057
109,2021-04-21,1576.18994140625,1584.5699462890625,1575.56005859375,1580.010009765625,63,55,50,50,8,2,0,0,8.100147275405007,0.9674438315212891,0.9521514890615586,53,50,3,10.783333333333333,316,177,160,653,-21.61645262947599
110,2021-04-22,1585.9100341796875,1587.949951171875,1564.8299560546875,1568.2099609375,65,59,55,55,9,1,0,0,8.24742268041237,0.9674438315212891,0.9535345316427553,58,55,3,11.241666666666667,157,181,315,653,-22.548188572826824
111,2021-04-23,1563.4599609375,1564.6199951171875,1550.6199951171875,1553.5899658203125,41,34,29,29,41,10,1,1,0.0,0.9680787521562098,0.95486863242501,24,28,-4,11.366666666666667,138,166,349,653,-23.672231745437294
112,2021-04-26,1552.050048828125,1561.52001953125,1544.0999755859375,1559.530029296875,69,62,58,57,49,13,2,1,2.9455081001472756,0.9691898632673208,0.9561255727134377,49,56,-7,11.55,273,181,200,654,-23.038908051660645
113,2021-04-27,1564.06005859375,1570.5799560546875,1553.030029296875,1559.22998046875,93,82,77,77,20,8,1,0,10.751104565537556,0.9689761880536456,0.9571937665631189,74,76,-2,11.7,227,192,236,655,-23.254852776885254
114,2021-04-28,1565.699951171875,1578.6199951171875,1562.8399658203125,1576.7900390625,74,62,58,58,14,4,1,1,8.836524300441827,0.9686937021779394,0.9580952152778347,58,57,1,11.95,372,159,124,655,-22.009862817086383
115,2021-04-29,1584.550048828125,1592.9000244140625,1583.97998046875,1590.4599609375,70,57,49,48,9,0,0,0,8.98379970544919,0.9694512779355152,0.9588922868881732,57,49,8,12.116666666666667,283,185,189,657,-21.298964551449153
116,2021-04-30,1591.1199951171875,1593.22998046875,1580.739990234375,1583.1300048828125,69,57,51,51,11,3,0,0,8.541973490427099,0.9707333292175665,0.9595839453930989,54,51,3,12.425,249,189,224,662,-20.936226426394146
117,2021-05-05,1581.8599853515625,1583.27001953125,1547.3499755859375,1549.219970703125,73,60,53,49,40,8,2,2,4.860088365243004,0.9701272686115059,0.9601372977597182,52,51,1,12.658333333333333,142,142,375,659,-22.212694455516157
118,2021-05-06,1553.27001953125,1575.3699951171875,1551.4200439453125,1571.9100341796875,65,48,45,44,27,7,0,0,5.596465390279823,0.9711076607683685,0.9605844409760108,41,45,-4,12.766666666666667,333,178,147,658,-21.19332889535072
119,2021-05-07,1582.25,1589.2099609375,1577.18994140625,1585.030029296875,67,49,45,44,14,5,2,2,7.80559646539028,0.9712756338926687,0.9609934480718605,44,43,1,12.725,274,178,203,655,-20.563528891625143
120,2021-05-10,1596.6099853515625,1596.800048828125,1576.7900390625,1588.1500244140625,67,50,45,43,28,8,2,2,5.743740795287187,0.9705664140345127,0.9613443385404447,42,43,-1,12.691666666666666,249,170,240,659,-20.334113157754583
121,2021-05-11,1579.25,1590.5400390625,1566.9100341796875,1578.9300537109375,51,37,32,31,51,20,7,5,0.0,0.9682159866840853,0.9616358747830077,17,25,-8,12.575,137,154,368,659,-21.55490084635779
122,2021-05-12,1576.6600341796875,1578.3399658203125,1557.93994140625,1571.8499755859375,54,42,38,37,74,28,7,5,-2.9455081001472756,0.9656233940914928,0.9618494789268055,14,31,-17,12.375,188,140,331,659,-22.561968072099507
123,2021-05-13,1554.0999755859375,1561.800048828125,1501.02001953125,1548.1300048828125,31,24,23,23,212,78,12,9,-26.656848306332844,0.9606035528216516,0.9619446968272171,-54,11,-65,11.75,86,119,457,662,-24.320281658086564
124,2021-05-14,1555.719970703125,1558.8599853515625,1532.2900390625,1549.47998046875,33,24,19,19,24,7,2,2,1.3254786450662739,0.95901625123435,0.9619517313061119,17,17,0,11.55,231,145,287,663,-24.939605195371897
125,2021-05-17,1542.22998046875,1554.0799560546875,1529.68994140625,1549.1600341796875,38,30,25,25,65,24,4,3,-3.976435935198822,0.9587174006596373,0.9619253898803665,6,21,-15,11.208333333333334,199,150,309,658,-25.793113731469838
126,2021-05-18,1559.9300537109375,1570.3699951171875,1558.8499755859375,1566.800048828125,49,36,32,31,12,1,0,0,5.44918998527246,0.9587174006596373,0.9617922108477832,35,32,3,11.141666666666667,377,136,142,655,-24.483408242761293
127,2021-05-19,1561.969970703125,1570.050048828125,1557.8299560546875,1562.239990234375,43,37,33,33,11,5,1,1,4.712812960235641,0.9582272045812059,0.9616508618805597,32,32,0,11.041666666666666,267,161,223,651,-23.962250936114245
128,2021-05-20,1565.3900146484375,1568.719970703125,1554.5400390625,1554.5400390625,46,35,32,31,17,2,1,1,4.270986745213549,0.9577221540761554,0.9614864755218775,33,31,2,10.775,187,155,310,652,-24.850204503853874
129,2021-05-21,1559.8199462890625,1560.510009765625,1546.550048828125,1552.43994140625,25,18,15,15,15,4,1,1,1.4727540500736378,0.957201320742822,0.9612912249656647,14,14,0,10.541666666666666,169,172,312,653,-25.759374232439093
