,Ticker,Industry,Sector,Industry_Fullname,Sector_Fullname
15,ILM,SERVICE,COMM,Services,Commerce
16,IT,SERVICE,COMM,Services,Commerce
17,KAMART,SERVICE,COMM,Services,Commerce
18,LOXLEY,SERVICE,COMM,Services,Commerce
19,MAKRO,SERVICE,COMM,Services,Commerce
20,MC,SERVICE,COMM,Services,Commerce
21,MEGA,SERVICE,COMM,Services,Commerce
22,MIDA,SERVICE,COMM,Services,Commerce
23,MOSHI,SERVICE,COMM,Services,Commerce
24,RS,SERVICE,COMM,Services,Commerce
25,RSP,SERVICE,COMM,Services,Commerce
26,SABUY,SERVICE,COMM,Services,Commerce
27,SCM,SERVICE,COMM,Services,Commerce
28,SINGER,SERVICE,COMM,Services,Commerce
29,SPC,SERVICE,COMM,Services,Commerce
30,SPI,SERVICE,COMM,Services,Commerce
31,SVT,SERVICE,COMM,Services,Commerce
0,AHC,SERVICE,HELTH,Services,Health Care Services
1,BCH,SERVICE,HELTH,Services,Health Care Services
2,BDMS,SERVICE,HELTH,Services,Health Care Services
3,BH,SERVICE,HELTH,Services,Health Care Services
4,CHG,SERVICE,HELTH,Services,Health Care Services
5,CMR,SERVICE,HELTH,Services,Health Care Services
6,EKH,SERVICE,HELTH,Services,Health Care Services
7,KDH,SERVICE,HELTH,Services,Health Care Services
8,LPH,SERVICE,HELTH,Services,Health Care Services
9,M-CHAI,SERVICE,HELTH,Services,Health Care Services
10,NEW,SERVICE,HELTH,Services,Health Care Services
11,NTV,SERVICE,HELTH,Services,Health Care Services
12,PR9,SERVICE,HELTH,Services,Health Care Services
13,PRINC,SERVICE,HELTH,Services,Health Care Services
14,RAM,SERVICE,HELTH,Services,Health Care Services
15,RJH,SERVICE,HELTH,Services,Health Care Services
16,RPH,SERVICE,HELTH,Services,Health Care Services
17,SKR,SERVICE,HELTH,Services,Health Care Services
18,THG,SERVICE,HELTH,Services,Health Care Services
19,VIBHA,SERVICE,HELTH,Services,Health Care Services
20,VIH,SERVICE,HELTH,Services,Health Care Services
21,WPH,SERVICE,HELTH,Services,Health Care Services
0,AMARIN,SERVICE,MEDIA,Services,Media & Publishing
1,AQUA,SERVICE,MEDIA,Services,Media & Publishing
2,AS,SERVICE,MEDIA,Services,Media & Publishing
3,BEC,SERVICE,MEDIA,Services,Media & Publishing
4,FE,SERVICE,MEDIA,Services,Media & Publishing
5,GPI,SERVICE,MEDIA,Services,Media & Publishing
6,GRAMMY,SERVICE,MEDIA,Services,Media & Publishing
7,JKN,SERVICE,MEDIA,Services,Media & Publishing
8,MACO,SERVICE,MEDIA,Services,Media & Publishing
9,MAJOR,SERVICE,MEDIA,Services,Media & Publishing
10,MATCH,SERVICE,MEDIA,Services,Media & Publishing
11,MATI,SERVICE,MEDIA,Services,Media & Publishing
12,MCOT,SERVICE,MEDIA,Services,Media & Publishing
13,MONO,SERVICE,MEDIA,Services,Media & Publishing
14,MPIC,SERVICE,MEDIA,Services,Media & Publishing
15,NATION,SERVICE,MEDIA,Services,Media & Publishing
16,ONEE,SERVICE,MEDIA,Services,Media & Publishing
17,PLANB,SERVICE,MEDIA,Services,Media & Publishing
18,POST,SERVICE,MEDIA,Services,Media & Publishing
19,PRAKIT,SERVICE,MEDIA,Services,Media & Publishing
20,PTECH,SERVICE,MEDIA,Services,Media & Publishing
21,SE-ED,SERVICE,MEDIA,Services,Media & Publishing
22,TKS,SERVICE,MEDIA,Services,Media & Publishing
23,VGI,SERVICE,MEDIA,Services,Media & Publishing
24,WAVE,SERVICE,MEDIA,Services,Media & Publishing
25,WORK,SERVICE,MEDIA,Services,Media & Publishing
0,BWG,SERVICE,PROF,Services,Professional Services
1,GENCO,SERVICE,PROF,Services,Professional Services
2,PRO,SERVICE,PROF,Services,Professional Services
3,SISB,SERVICE,PROF,Services,Professional Services
4,SO,SERVICE,PROF,Services,Professional Services
0,ASIA,SERVICE,TOURISM,Services,Tourism & Leisure
1,BEYOND,SERVICE,TOURISM,Services,Tourism & Leisure
2,CENTEL,SERVICE,TOURISM,Services,Tourism & Leisure
3,CSR,SERVICE,TOURISM,Services,Tourism & Leisure
4,DUSIT,SERVICE,TOURISM,Services,Tourism & Leisure
5,ERW,SERVICE,TOURISM,Services,Tourism & Leisure
6,GRAND,SERVICE,TOURISM,Services,Tourism & Leisure
7,LRH,SERVICE,TOURISM,Services,Tourism & Leisure
8,MANRIN,SERVICE,TOURISM,Services,Tourism & Leisure
9,OHTL,SERVICE,TOURISM,Services,Tourism & Leisure
10,ROH,SERVICE,TOURISM,Services,Tourism & Leisure
11,SHANG,SERVICE,TOURISM,Services,Tourism & Leisure
12,SHR,SERVICE,TOURISM,Services,Tourism & Leisure
13,VRANDA,SERVICE,TOURISM,Services,Tourism & Leisure
0,AAV,SERVICE,TRANS,Services,Transportation & Logistics
1,AOT,SERVICE,TRANS,Services,Transportation & Logistics
2,ASIMAR,SERVICE,TRANS,Services,Transportation & Logistics
3,B,SERVICE,TRANS,Services,Transportation & Logistics
4,BA,SERVICE,TRANS,Services,Transportation & Logistics
5,BEM,SERVICE,TRANS,Services,Transportation & Logistics
6,BIOTEC,SERVICE,TRANS,Services,Transportation & Logistics
7,BTS,SERVICE,TRANS,Services,Transportation & Logistics
8,BTSGIF,SERVICE,TRANS,Services,Transportation & Logistics
9,DMT,SERVICE,TRANS,Services,Transportation & Logistics
10,III,SERVICE,TRANS,Services,Transportation & Logistics
11,JWD,SERVICE,TRANS,Services,Transportation & Logistics
12,KEX,SERVICE,TRANS,Services,Transportation & Logistics
13,KIAT,SERVICE,TRANS,Services,Transportation & Logistics
14,KWC,SERVICE,TRANS,Services,Transportation & Logistics
15,MENA,SERVICE,TRANS,Services,Transportation & Logistics
16,NOK,SERVICE,TRANS,Services,Transportation & Logistics
17,NYT,SERVICE,TRANS,Services,Transportation & Logistics
18,PORT,SERVICE,TRANS,Services,Transportation & Logistics
19,PRM,SERVICE,TRANS,Services,Transportation & Logistics
20,PSL,SERVICE,TRANS,Services,Transportation & Logistics
21,RCL,SERVICE,TRANS,Services,Transportation & Logistics
22,TFFIF,SERVICE,TRANS,Services,Transportation & Logistics
23,THAI,SERVICE,TRANS,Services,Transportation & Logistics
24,TSTE,SERVICE,TRANS,Services,Transportation & Logistics
25,TTA,SERVICE,TRANS,Services,Transportation & Logistics
26,WICE,SERVICE,TRANS,Services,Transportation & Logistics
0,CCET,TECH,ETRON,Technology,Electronic Components
1,DELTA,TECH,ETRON,Technology,Electronic Components
2,HANA,TECH,ETRON,Technology,Electronic Components
3,KCE,TECH,ETRON,Technology,Electronic Components
4,METCO,TECH,ETRON,Technology,Electronic Components
5,NEX,TECH,ETRON,Technology,Electronic Components
6,SMT,TECH,ETRON,Technology,Electronic Components
7,SVI,TECH,ETRON,Technology,Electronic Components
8,TEAM,TECH,ETRON,Technology,Electronic Components
0,ADVANC,TECH,ICT,Technology,Information & Communication Technology
1,AIT,TECH,ICT,Technology,Information & Communication Technology
2,ALT,TECH,ICT,Technology,Information & Communication Technology
3,AMR,TECH,ICT,Technology,Information & Communication Technology
4,BLISS,TECH,ICT,Technology,Information & Communication Technology
5,DIF,TECH,ICT,Technology,Information & Communication Technology
6,DTAC,TECH,ICT,Technology,Information & Communication Technology
7,DTCENT,TECH,ICT,Technology,Information & Communication Technology
8,FORTH,TECH,ICT,Technology,Information & Communication Technology
9,HUMAN,TECH,ICT,Technology,Information & Communication Technology
10,ILINK,TECH,ICT,Technology,Information & Communication Technology
11,INET,TECH,ICT,Technology,Information & Communication Technology
12,INSET,TECH,ICT,Technology,Information & Communication Technology
13,INTUCH,TECH,ICT,Technology,Information & Communication Technology
14,ITEL,TECH,ICT,Technology,Information & Communication Technology
15,JAS,TECH,ICT,Technology,Information & Communication Technology
16,JASIF,TECH,ICT,Technology,Information & Communication Technology
17,JMART,TECH,ICT,Technology,Information & Communication Technology
18,JTS,TECH,ICT,Technology,Information & Communication Technology
19,MFEC,TECH,ICT,Technology,Information & Communication Technology
20,MSC,TECH,ICT,Technology,Information & Communication Technology
21,PT,TECH,ICT,Technology,Information & Communication Technology
22,SAMART,TECH,ICT,Technology,Information & Communication Technology
23,SAMTEL,TECH,ICT,Technology,Information & Communication Technology
24,SDC,TECH,ICT,Technology,Information & Communication Technology
25,SIS,TECH,ICT,Technology,Information & Communication Technology
26,SKY,TECH,ICT,Technology,Information & Communication Technology
27,SVOA,TECH,ICT,Technology,Information & Communication Technology
28,SYMC,TECH,ICT,Technology,Information & Communication Technology
29,SYNEX,TECH,ICT,Technology,Information & Communication Technology
30,THCOM,TECH,ICT,Technology,Information & Communication Technology
31,TKC,TECH,ICT,Technology,Information & Communication Technology
32,TRUE,TECH,ICT,Technology,Information & Communication Technology
33,TWZ,TECH,ICT,Technology,Information & Communication Technology
