,Ticker
0,ADVANC
1,AOT
2,AWC
3,BANPU
4,BBL
5,BDMS
6,BEM
7,BGRIM
8,BH
9,BTS
10,CBG
11,CENTEL
12,COM7
13,CPALL
14,CPF
15,CPN
16,CRC
17,DELTA
18,EA
19,EGCO
20,GLOBAL
21,GPSC
22,GULF
23,HMPRO
24,INTUCH
25,IVL
26,JMART
27,JMT
28,KBANK
29,KTB
30,KTC
31,LH
32,MINT
33,MTC
34,OR
35,OSP
36,PTT
37,PTTEP
38,PTTGC
39,RATCH
40,SAWAD
41,SCB
42,SCC
43,SCGP
44,TIDLOR
45,TISCO
46,TOP
47,TRUE
48,TTB
49,TU
