,Date,Open,High,Low,Close
154,2012-03-27,848.14,852.25,844.45,852.25
155,2012-03-28,849.47,853.53,845.67,849.51
156,2012-03-29,844.82,850.73,841.55,849.34
157,2012-03-30,850.32,851.94,840.46,842.91
158,2012-04-02,842.04,847.13,841.08,843.87
159,2012-04-03,848.26,855.38,848.01,853.51
160,2012-04-04,851.28,853.32,843.26,843.26
161,2012-04-05,841.62,842.45,827.91,831.74
162,2012-04-10,825.28,826.57,813.38,819.57
163,2012-04-11,812.25,816.09,808.06,810.76
164,2012-04-12,813.41,821.45,813.41,821.45
165,2012-04-17,829.87,829.87,809.76,813
166,2012-04-18,820.89,823.27,815.6,818.87
167,2012-04-19,820.58,832.82,819.07,832.66
168,2012-04-20,832.12,840.17,830.04,839.45
169,2012-04-23,842.38,844.61,832.56,834.68
170,2012-04-24,838.06,842.26,834.69,842.26
171,2012-04-25,843.33,845.64,838.72,842.33
172,2012-04-26,843.86,851.26,843.86,848.32
173,2012-04-27,850.31,852.48,844.54,850.11
174,2012-04-30,855.09,863.82,854.89,863.82
175,2012-05-02,869.58,873.64,867.86,871.94
176,2012-05-03,872.92,879.5,869.33,872.75
177,2012-05-04,872.66,872.66,861.01,861.93
178,2012-05-08,856.98,865.44,854.85,864.17
179,2012-05-09,858.92,860.91,845.27,845.27
180,2012-05-10,840.01,840.65,828.49,832.43
181,2012-05-11,830,836.72,823.56,833.65
182,2012-05-14,833.13,840.65,810.36,815.21
183,2012-05-15,814.32,830.41,810.58,830.41
184,2012-05-16,815.94,820.4,805.66,820.4
185,2012-05-17,821.96,826.24,815.84,821.87
186,2012-05-18,809.48,811.97,802.61,806.71
187,2012-05-21,805.2,806.19,790.73,790.73
188,2012-05-22,799.42,801.47,786.06,786.06
189,2012-05-23,781.38,783.73,768.13,770.17
190,2012-05-24,770.89,783.86,764.09,783.86
191,2012-05-25,777.8,788.69,774.76,786.87
192,2012-05-28,784.1,791.78,778.9,791.76
193,2012-05-29,792.07,804.46,791.87,802.16
194,2012-05-30,795.05,797.18,788.76,789.62
195,2012-05-31,781.04,794.48,777.33,791.54
196,2012-06-01,787.71,789.73,772.39,772.39
197,2012-06-05,776.13,778.32,761.66,761.66
198,2012-06-06,770.26,780.37,769.41,775.6
199,2012-06-07,785.73,789.06,773.83,777.14
200,2012-06-08,774.9,783.68,771.36,783.68
201,2012-06-11,796.74,807.94,796.74,807.94
202,2012-06-12,799.98,810.66,797.65,810.66
203,2012-06-13,811.33,813.62,801.63,806.51
204,2012-06-14,802.48,810.85,801.37,801.72
205,2012-06-15,808.25,816.37,807.13,812.56
206,2012-06-18,822.5,824.79,807.17,809.88
207,2012-06-19,812.14,816.9,808.36,816.9
208,2012-06-20,814.8,818.61,812.4,816.68
209,2012-06-21,809.94,811.07,802.9,804.89
210,2012-06-22,797.53,800.07,793.75,800.07
211,2012-06-25,798.85,803.97,795.68,795.68
212,2012-06-26,795.05,801.32,794.04,798.51
213,2012-06-27,802.93,810.75,802.23,809.75
214,2012-06-28,813.42,819.99,805.27,814.02
215,2012-06-29,817.78,826.08,814.38,814.38
216,2012-07-02,824.57,828.45,821.44,827.4
217,2012-07-03,831.33,835.09,829.15,834.48
218,2012-07-04,837.86,838.44,827.47,830.48
219,2012-07-05,829.59,836.15,826.64,836.15
220,2012-07-06,835.87,838.23,827.32,833.94
221,2012-07-09,826.92,827.88,822.77,823.21
222,2012-07-10,824.61,837.67,823.34,837.67
223,2012-07-11,834.49,842.1,833.29,840.61
224,2012-07-12,836.13,838.29,828.6,828.66
225,2012-07-13,829.53,843.68,829.53,841.59
226,2012-07-16,843.33,848.33,840.48,843.8
227,2012-07-17,850.34,852.27,847.69,851.44
228,2012-07-18,849.29,851.39,843.38,846.8
229,2012-07-19,853.39,853.64,838.53,840.77
230,2012-07-20,843.54,845.5,834.19,836.99
231,2012-07-23,820.99,825.41,817.16,818.43
232,2012-07-24,817.53,823.96,815.93,819.59
233,2012-07-25,818.42,821.06,812.57,820.13
234,2012-07-26,824.12,826.23,808.42,808.79
235,2012-07-27,821.21,821.64,808.9,812.36
236,2012-07-30,816.32,824.48,815.85,824.48
237,2012-07-31,828.66,829.16,820.84,828.67
238,2012-08-01,826.78,830.29,824.39,829.1
239,2012-08-03,823.69,826.99,816.83,825.47
240,2012-08-06,832.44,834.92,828.51,833.52
241,2012-08-07,836.09,836.84,831.55,832.96
242,2012-08-08,836.79,839.53,834.71,835.75
243,2012-08-09,840.39,843.39,833.79,839.25
244,2012-08-10,838.26,841.5,833.82,841.5
245,2012-08-14,845.42,848.99,840.78,848.99
246,2012-08-15,845.54,848.89,841.48,848.75
247,2012-08-16,849.85,851.22,845.18,845.18
248,2012-08-17,849.45,849.46,840.87,843.73
249,2012-08-20,842.03,847.76,838.96,846.85
250,2012-08-21,845.25,850.84,844.77,848.17
251,2012-08-22,846.25,849.58,844.86,848.83
252,2012-08-23,850.2,855.64,849.3,852.17
253,2012-08-24,847.31,851.26,845.71,850.6
254,2012-08-27,852.16,853.93,846.66,846.66
255,2012-08-28,846.94,850.84,845.44,845.55
256,2012-08-29,845.34,847.96,834.88,834.88
257,2012-08-30,831.61,832.38,825.35,830.52
258,2012-08-31,829.25,840.32,827.67,840.32
259,2012-09-03,842.89,849.05,840.97,846.27
260,2012-09-04,849.88,850.56,843.01,846.46
261,2012-09-05,841.76,847.19,841.01,843.17
262,2012-09-06,846.09,852.8,845.58,850.5
263,2012-09-07,858.49,859.74,851.95,851.95
264,2012-09-10,854.56,858.27,854.17,855.12
265,2012-09-11,854.59,856.43,850.17,852.8
266,2012-09-12,858.15,862.15,856,862.15
267,2012-09-13,863.31,863.43,856.88,860.36
268,2012-09-14,872.85,877.34,869.82,874.81
269,2012-09-17,875.76,879.4,872.67,876.61
270,2012-09-18,872.93,876.81,868.5,870.49
271,2012-09-19,871.04,880.25,870.93,879.92
272,2012-09-20,876.74,879.99,871.9,877.22
273,2012-09-21,879.06,881.12,875.82,878.85
274,2012-09-24,875.96,879.56,873.45,876.6
275,2012-09-25,878.59,880.07,875.59,878.03
276,2012-09-26,873.92,875.69,866.03,868.98
277,2012-09-27,870.5,880.37,870.05,876.67
278,2012-09-28,884.4,887.86,882.1,886.58
279,2012-10-01,882.98,887.89,881.68,884.21
280,2012-10-02,887.69,890.11,884.53,887.5
281,2012-10-03,888.82,891,884.37,887.49
282,2012-10-04,887.85,892.63,885.82,886.98
283,2012-10-05,890.16,892.45,887.74,889.77
284,2012-10-08,886.82,888.13,880.22,883.05
285,2012-10-09,887.85,890.82,874.48,874.48
286,2012-10-10,869.86,875.84,869.86,872.13
287,2012-10-11,872.83,877.42,865.81,877.16
288,2012-10-12,879.68,882.96,878.15,879.31
289,2012-10-15,875.45,877.83,869.94,874.48
290,2012-10-16,878.28,879.26,871.13,871.78
291,2012-10-17,875.67,881.93,873.31,881.67
292,2012-10-18,885.64,889.78,882,889.29
293,2012-10-19,889.3,891.39,885.82,886.76
294,2012-10-22,881.98,888.71,880.92,887.97
295,2012-10-24,882.76,885.45,873.21,875.64
296,2012-10-25,873.97,878.93,868.34,877.61
297,2012-10-26,873.8,874.99,859.29,866.98
298,2012-10-29,866.74,868.23,861.56,865.65
299,2012-10-30,867.01,876.66,865.72,876.66
300,2012-10-31,876.21,880.38,874.39,879.06
301,2012-11-01,877.29,880.99,874.93,877.71
302,2012-11-02,884.81,887.15,882.37,883.54
303,2012-11-05,883.62,886.73,880.66,883.43
304,2012-11-06,884.21,888.42,876.61,878.72
305,2012-11-07,881.6,882.7,875.4,877.02
306,2012-11-08,868.58,873.02,866.42,872.18
307,2012-11-09,871.7,877.28,869.5,873.17
308,2012-11-12,875.24,877.55,872.08,876.3
309,2012-11-13,873.47,874.48,867.59,871.41
310,2012-11-14,872.78,874.61,864.08,864.47
311,2012-11-15,861.09,863.71,855.61,862.9
312,2012-11-16,862.47,867.29,861.52,867.07
313,2012-11-19,868.58,870.24,865.3,869.41
314,2012-11-20,873.8,875.02,862.27,864.21
315,2012-11-21,865.29,866.41,858.55,864.97
316,2012-11-22,866.95,869.76,865.04,867.4
317,2012-11-23,865.4,870.16,862.17,869.72
318,2012-11-26,873.88,876.64,871.59,874.87
319,2012-11-27,876.75,880.61,875.49,879.61
320,2012-11-28,877.93,882.73,875.52,880.7
321,2012-11-29,883.62,888.84,883.09,887.44
322,2012-11-30,890.94,902.18,890.32,898.81
323,2012-12-03,902.1,905.23,899.94,904.43
324,2012-12-04,905.4,906.35,899.24,901.85
325,2012-12-06,906.55,911.88,905.73,909.23
326,2012-12-07,910.27,911.57,902.08,905.71
327,2012-12-11,910.53,913.58,908.34,911.37
328,2012-12-12,915.97,922.08,914.16,921.7
329,2012-12-13,922.8,925.39,917.93,920.41
330,2012-12-14,921.09,924.96,919.85,922.86
331,2012-12-17,925.22,928.59,921.33,922.78
332,2012-12-18,926.41,928.05,915.88,927.02
333,2012-12-19,932.13,939.03,929.89,938.71
334,2012-12-20,937.83,939.64,933.07,937.52
335,2012-12-21,932.63,936.13,930.26,934.21
336,2012-12-24,933.75,935.73,930.58,935.73
337,2012-12-25,935.07,937.9,934.19,937.42
338,2012-12-26,937.81,941.69,936.58,939.36
339,2012-12-27,941.13,952.79,940.35,951.29
340,2012-12-28,954.69,955.6,945.39,945.39
341,2013-01-02,952.24,958.8,951.73,954.41
342,2013-01-03,957.06,959.26,951.83,953.05
343,2013-01-04,950.42,958.42,946.31,958.42
344,2013-01-07,963.14,964.01,956.17,956.17
345,2013-01-08,955.62,960.48,950.65,956.61
346,2013-01-09,960.62,964.79,959.15,959.45
347,2013-01-10,961.32,963.35,945.57,947.1
348,2013-01-11,947.76,950.08,935.99,950.08
349,2013-01-14,953.57,958.84,950.61,957.21
350,2013-01-15,961.6,962.35,949.9,953.81
351,2013-01-16,954.92,955.92,944.2,946.73
352,2013-01-17,950.19,950.9,941.43,949.84
353,2013-01-18,955.26,961.12,953.87,959.56
354,2013-01-21,964.34,965.65,958.53,963.1
355,2013-01-22,963.89,971.5,959.85,960.22
356,2013-01-23,965.32,967.66,953.4,965.24
357,2013-01-24,970.42,972.3,963.15,969.81
358,2013-01-25,971.13,978.99,970.08,977.53
359,2013-01-28,981.33,985.48,978.37,984.52
360,2013-01-29,986.83,990.78,982.43,989.92
361,2013-01-30,993.4,"1,001.97",990.14,"1,000.25"
362,2013-01-31,997.22,"1,000.59",985.87,988.21
363,2013-02-01,993.32,"1,005.52",992.01,"1,005.09"
364,2013-02-04,"1,011.58","1,014.12","1,006.84","1,009.27"
365,2013-02-05,"1,000.90","1,010.86",999.98,"1,007.88"
366,2013-02-06,"1,008.47","1,009.72","1,000.04","1,001.02"
367,2013-02-07,997.95,"1,002.63",988.59,999.93
368,2013-02-08,999.08,"1,005.56",994.68,995.9
369,2013-02-11,997.75,998.59,986.18,986.18
370,2013-02-12,984.54,990.07,982.12,983.68
371,2013-02-13,989.51,"1,004.14",989.46,"1,004.05"
372,2013-02-14,"1,009.80","1,013.06","1,005.25","1,012.43"
373,2013-02-15,"1,009.92","1,011.09","1,001.91","1,006.06"
374,2013-02-18,"1,006.91","1,010.21","1,003.58","1,004.82"
375,2013-02-19,"1,007.87","1,013.12","1,005.52","1,011.33"
376,2013-02-20,"1,016.16","1,021.59","1,013.48","1,021.05"
377,2013-02-21,"1,013.92","1,016.08","1,005.62","1,007.13"
378,2013-02-22,"1,006.06","1,016.86","1,005.19","1,014.25"
379,2013-02-26,"1,011.98","1,012.78",999.94,"1,004.67"
380,2013-02-27,"1,007.75","1,009.74",994.37,994.37
381,2013-02-28,"1,002.02","1,014.03",996.91,"1,014.03"
382,2013-03-01,"1,015.48","1,020.35","1,010.77","1,013.15"
383,2013-03-04,"1,013.80","1,016.38","1,007.79","1,014.20"
384,2013-03-05,"1,021.47","1,023.53","1,016.49","1,018.94"
385,2013-03-06,"1,025.15","1,026.51","1,020.77","1,024.14"
386,2013-03-07,"1,024.64","1,025.61","1,018.73","1,022.64"
387,2013-03-08,"1,029.83","1,031.31","1,022.68","1,025.72"
388,2013-03-11,"1,029.98","1,035.21","1,027.51","1,032.33"
389,2013-03-12,"1,035.11","1,037.14","1,028.02","1,032.74"
390,2013-03-13,"1,033.34","1,035.80","1,027.74","1,033.34"
391,2013-03-14,"1,031.59","1,038.59","1,028.59","1,038.12"
392,2013-03-15,"1,044.45","1,046.88","1,040.68","1,045.26"
393,2013-03-18,"1,038.18","1,043.78","1,037.04","1,041.27"
394,2013-03-19,"1,045.86","1,047.64","1,021.25","1,029.44"
395,2013-03-20,"1,029.96","1,030.86","1,012.07","1,016.01"
396,2013-03-21,"1,018.36","1,019.66","1,005.11","1,008.14"
397,2013-03-22,"1,003.43","1,007.47",971.25,977.04
398,2013-03-25,987.29,"1,004.66",984.44,"1,002.43"
399,2013-03-26,"1,002.53","1,018.49",997.63,"1,015.99"
400,2013-03-27,"1,021.61","1,032.72","1,020.81","1,025.96"
401,2013-03-28,"1,022.91","1,025.95","1,012.06","1,014.98"
402,2013-03-29,"1,021.29","1,029.33","1,020.78","1,024.92"
403,2013-04-01,"1,024.99","1,025.31","1,016.90","1,017.35"
404,2013-04-02,"1,020.00","1,024.49","1,012.04","1,021.89"
405,2013-04-03,"1,027.22","1,030.26","1,003.40","1,004.67"
406,2013-04-04,982.66,"1,010.71",980.91,"1,010.71"
407,2013-04-05,"1,000.06","1,001.92",980.14,982.48
408,2013-04-09,985.86,986.63,968.9,971.41
409,2013-04-10,975.04,984.77,962.05,984.77
410,2013-04-11,991.67,"1,002.08",984.55,"1,002.02"
411,2013-04-12,"1,003.52","1,010.60",999.42,"1,007.45"
412,2013-04-17,"1,005.11","1,015.62","1,001.27","1,003.73"
413,2013-04-18,"1,003.23","1,009.05",994.49,"1,008.83"
414,2013-04-19,"1,012.14","1,022.82","1,009.19","1,018.36"
415,2013-04-22,"1,027.66","1,028.66","1,017.66","1,027.92"
416,2013-04-23,"1,025.61","1,031.38","1,018.81","1,021.18"
417,2013-04-24,"1,026.00","1,029.32","1,021.68","1,024.94"
418,2013-04-25,"1,026.64","1,040.12","1,025.54","1,039.46"
419,2013-04-26,"1,044.99","1,048.69","1,039.59","1,044.82"
420,2013-04-29,"1,049.61","1,051.96","1,039.44","1,046.12"
421,2013-04-30,"1,051.99","1,055.62","1,046.08","1,055.62"
422,2013-05-02,"1,058.74","1,059.98","1,049.64","1,050.48"
423,2013-05-03,"1,054.92","1,056.83","1,040.99","1,042.70"
424,2013-05-07,"1,049.43","1,061.37","1,038.83","1,061.37"
425,2013-05-08,"1,066.68","1,076.58","1,064.76","1,071.05"
426,2013-05-09,"1,073.77","1,079.77","1,067.70","1,075.95"
427,2013-05-10,"1,076.64","1,079.54","1,070.14","1,076.13"
428,2013-05-13,"1,074.94","1,077.93","1,065.12","1,071.68"
429,2013-05-14,"1,073.30","1,079.77","1,072.37","1,074.35"
430,2013-05-15,"1,080.46","1,084.09","1,078.51","1,081.13"
431,2013-05-16,"1,083.05","1,084.81","1,067.90","1,072.89"
432,2013-05-17,"1,070.43","1,083.13","1,067.09","1,079.78"
433,2013-05-20,"1,086.04","1,094.62","1,085.41","1,092.27"
434,2013-05-21,"1,093.31","1,096.29","1,088.24","1,091.20"
435,2013-05-22,"1,089.41","1,094.60","1,081.20","1,081.69"
436,2013-05-23,"1,075.66","1,079.68","1,048.25","1,064.49"
437,2013-05-27,"1,057.67","1,058.02","1,047.82","1,053.50"
438,2013-05-28,"1,053.45","1,072.57","1,052.52","1,072.57"
439,2013-05-29,"1,070.85","1,075.93","1,056.93","1,058.59"
440,2013-05-30,"1,048.90","1,056.26","1,041.47","1,044.40"
441,2013-05-31,"1,049.86","1,054.27","1,024.14","1,029.01"
442,2013-06-03,"1,025.82","1,032.75","1,012.13","1,015.37"
443,2013-06-04,"1,019.41","1,029.97","1,005.27","1,028.91"
444,2013-06-05,"1,022.27","1,024.18","1,005.65","1,005.65"
445,2013-06-06,997.2,999.82,983.87,989
446,2013-06-07,985.3,"1,008.31",984.49,"1,007.39"
447,2013-06-10,"1,018.07","1,023.03","1,012.23","1,014.27"
448,2013-06-11,"1,006.40","1,006.81",958.82,962.73
449,2013-06-12,950.74,969.52,942.5,950.87
450,2013-06-13,917.91,944.58,903.24,938.26
451,2013-06-14,964.89,979.08,962.14,978.87
452,2013-06-17,982.57,985.27,966.77,982.16
453,2013-06-18,980.64,997.14,950.53,950.53
454,2013-06-19,962.23,966.1,942.3,960.32
455,2013-06-20,932.01,944.24,927.56,937.44
456,2013-06-21,921.76,945.86,907.93,940.65
457,2013-06-24,932.75,943.78,916.55,916.55
458,2013-06-25,923.73,941.53,899.82,934.24
459,2013-06-26,945.77,963.07,937.81,961.98
460,2013-06-27,981.25,989.45,958.05,978.96
461,2013-06-28,992.16,994.32,978.22,982.99
462,2013-07-02,992.28,"1,000.20",983.65,992
463,2013-07-03,984.84,992.06,969.35,977
464,2013-07-04,981.96,984.4,964.01,969
465,2013-07-05,978.22,980.64,969.26,977.53
466,2013-07-08,965.5,970.15,952.14,952.19
467,2013-07-09,954.46,963.5,948.47,949.11
468,2013-07-10,951.65,955.69,936.62,946.66
469,2013-07-11,962.41,989.22,961.68,989.22
470,2013-07-12,993.97,997.49,984,991.6
471,2013-07-15,999.2,999.53,986.02,989.99
472,2013-07-16,987.71,990.11,975.11,986.45
473,2013-07-17,991.46,995.97,986.21,991.41
474,2013-07-18,995.6,"1,011.41",994.48,"1,010.46"
475,2013-07-19,"1,011.56","1,011.68","1,000.50","1,004.94"
476,2013-07-23,"1,019.60","1,027.39","1,015.78","1,027.39"
477,2013-07-24,"1,026.00","1,030.20","1,014.77","1,017.90"
478,2013-07-25,"1,012.12","1,013.16",987.38,987.42
479,2013-07-26,991.02,"1,002.93",979.99,"1,002.93"
480,2013-07-29,991.43,992.46,983.72,986.13
481,2013-07-30,989.77,994.44,971.42,971.85
482,2013-07-31,972.71,973.39,950.19,966.03
483,2013-08-01,977,982.59,967.23,977.47
484,2013-08-02,979.06,980.66,956.64,966.98
485,2013-08-05,963.99,973.03,956.15,970.19
486,2013-08-06,960.71,981.92,958.45,973.34
487,2013-08-07,966.2,977.1,963.85,972.45
488,2013-08-08,979.25,990.36,978.6,983.96
489,2013-08-09,982.35,982.59,969.07,969.7
490,2013-08-13,977.87,989.86,976.77,989.86
491,2013-08-14,987.88,993.13,985.17,992.98
492,2013-08-15,991.22,993.37,982.93,986.83
493,2013-08-16,978.05,986.18,977.47,981.08
494,2013-08-19,974.73,975.58,947.7,947.7
495,2013-08-20,934.72,935.88,917.1,931.47
496,2013-08-21,919.68,932.88,917.99,918.82
497,2013-08-22,908.93,922.74,898.52,919.82
498,2013-08-23,932.17,933.35,908.58,908.97
499,2013-08-26,916.89,922.14,902.92,903.47
500,2013-08-27,897.88,898.94,880.72,883.9
501,2013-08-28,869.63,888,861.97,873.62
502,2013-08-29,878.46,886.76,870.93,885.07
503,2013-08-30,891.07,891.51,876.91,882.98
504,2013-09-02,886.37,903.5,883.75,903.5
505,2013-09-03,902.41,910.35,894.81,898.13
506,2013-09-04,894.57,900.52,887.77,889.33
507,2013-09-05,893.49,906.88,891.07,897.31
508,2013-09-06,898.14,914.73,895.61,913.56
509,2013-09-09,927.07,951.35,926.11,951.35
510,2013-09-10,958.49,972.79,950.23,957.77
511,2013-09-11,958.41,970.42,946.86,970.21
512,2013-09-12,971.36,977.18,956.7,956.7
513,2013-09-13,949.98,968.34,948.8,957.25
514,2013-09-16,979.25,989.53,978.52,989.37
515,2013-09-17,988.25,992.52,982.14,988.56
516,2013-09-18,987.38,993.04,977.35,982.43
517,2013-09-19,"1,017.26","1,023.56","1,012.11","1,019.09"
518,2013-09-20,"1,014.36","1,018.72","1,008.02","1,017.30"
519,2013-09-23,"1,006.56","1,007.03",979.86,983.2
520,2013-09-24,979.03,986.31,967.53,968.7
521,2013-09-25,971,982.96,964.59,982.96
522,2013-09-26,973.21,985.46,972.51,973.13
523,2013-09-27,979.3,981.39,964.39,967.51
524,2013-09-30,953.89,954.31,939.86,940.88
525,2013-10-01,945.59,962.34,939.43,959.71
